,text,airline_sentiment
1096,@JetBlue glad u happy I have my bag but as a traveler I entrusted u w/ my property &amp; u return it damaged &amp; that's the best answer u have?,1
1097,@SouthwestAir Thank you for your help Adam and to the awesome gate agents at B12 in LAS for getting us home!,0
1098,@AmericanAir  I have still not talked to anyone. You guys should be prepared for these situations. How is this good service? I am so mad!!!,1
1099,@united follow me please this airline is beautifull ♥,0
1100,@USAirways thank you for reaching out to me. Hopefully my request will be fixed and I can remain a loyal customer.,1
1101,@AmericanAir weather is unavoidable. Understaffing is controllable,1
1102,"It's on me, @JetBlue! That's not what you said last night, though... :(",1
1103,@USAirways 45 minutes and moved two feet in BZE. 👎 http://t.co/AwGjkjIIac,1
1104,@AmericanAir Cancelled Flights flights arbitrarily on same itinerary.  Weekend ruined for no good reason! No crew = missed Monday am mtg.,1
1105,"@AmericanAir the customer service today is unsat, Flight cnx, not notified, called for 6 hours and the phone line does not even let me hold",1
1106,@SouthwestAir You officially have the worst customer service of any airline I've ever dealt with. #southwestairlines #poor,1
1107,"@united the proper response: sorry for your wait, what flight # were you on so we can look into the issue. That's how @Delta would handle.",1
1108,@AmericanAir pleaseeee find my suitcase. I want deoderant and a clean shirt for work tomorrow :(,1
1109,@JetBlue thanks for making me miss an important dinner tonight. 2 hr delay and now 20 min on Tarmac... #worst,1
1110,"@USAirways grades for this trip:

Flight timeliness: 👎✈️
Cancelled Flightations: 👎😬
Customer Service: 👎😡
Flight attendants: 😊👏",1
1111,@AmericanAir @superyan I did not get any compensation after Cancelled Flighting my departure TWICE and made me missed my own wedding.,1
1112,"@USAirways I’ve had my flight Cancelled Flightled twice now, and after 5 minutes of automated questions, the phone just goes to a busy signal. Help?",1
1113,"@AmericanAir yes it is in Dulles and I need it delivered to the Embassy Suites in Herndon, VA. I'm still in Chicago from the fiasco in LAX",1
1114,@JetBlue Finally starting to come out. 40 minutes and no communication is not acceptable. Letting me down today.,1
1115,@AmericanAir wow that's helpful.,0
1116,"@united This must be a drone “@united: @KeamBleam We understand your frustration. Our Bag team is working hard to get your bag(s) to you...""",1
1117,@AmericanAir Thank you,0
1118,@USAirways I have never been given a number for elite for usair. Only AA. I waited for 3 hours for an answer and by then my seat was gone.,1
1119,"@SouthwestAir - stuck on the runway, again. Delayed on Wednesday. Not a good way to take care of your loyal customers.",1
1120,@VirginAmerica Why is the site down?  When will it be back up?,1
1121,@AmericanAir so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good,1
1122,"@united since bulkhead seats cannot have bags on floor, why don't u reserve o/head space above those seats? In 1B on UA246 - not impressed",1
1123,@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother,0
1124,@united it's been over 3 hours...at what point do you let people off of the plane? @FoxNews @CNN @msnbc,1
1125,@united rushed through the -6 degree weather to get to the airport on time. Too bad the pilots didn't do the same. #stillwaiting.,1
1126,"@USAirways CLT, please send more than one cust svc rep to your cust svc counter to assist a line out the door. http://t.co/v24QNp3DOi",1
1127,"@USAirways They provided no options. Since you all have a better sense of the weather, I hoped you could suggest.",1
1128,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢",1
1129,@JetBlue my flight 475 Cancelled Flighted due to lavatory problems. Can't confirm if they are gonna get a flight from Boston Logan Int,1
1130,@USAirways need to retrain US 3837 lead flight attendant and gate agent at arrival MKE 2/23.  Horrible attitudes toward helping customers.,1
1131,"@JetBlue 162, SMF to JFK!",0
1132,@AmericanAir I've been on hold ANOTHER hour and still nothing. My Cancelled Flighted flight was supposed to be six hours from now. #Stranded,1
1133,“@SouthwestAir: @TinaIsBack I'm so sorry for your frustration. Did you get rebooked? ^SW” I've been rebooked 4 times!! Still stuck!! #SMH,1
1134,"@USAirways yes, I was rebooked the next day (Weds). Thanks. Just upset that I lost 2 additional work days AND paid for my own hotel. #losing",1
1135,@jetblue had me on hold foreverrrrrr,1
1136,"@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues",1
1137,@united mechanical issues causes delay and connecting plane at ORD only needed to wait 10 min for them. Refused and left early instead. Wtf,1
1138,@SouthwestAir My boyfriend and I have LOVED @Imaginedragons since 2009 &amp; it would be so awesome to go to Vegas event. Any way you can help?,0
1139,@USAirways US 728. One water run of the planet's smallest water bottles. Applaud you looking out for the environment.,1
1140,@USAirways Can't get ahold of anyone to speak to about missing miles. It's been over a month since travel &amp; I've submitted twice online,1
1141,"@united UA 1706 delayed again - I get charged $600 if Late Flight by you - you say ""oh well""",1
1142,"@JetBlue last flight was Cancelled Flightled, then it was 2 hours to change a light bulb, now sitting here waiting for maintenance. Unreal.",1
1143,@AmericanAir You didn't respond to my DM. You tweeted the same canned tweet you're telling everyone else.,1
1144,@united website says my flight is on time. It leaves in 15 min and nobody has boarded yet. #pathetic #needtobehonest,1
1145,@USAirways on 5:55 flight to CTL to catch 8pm flight to sfo. But empty seats on 4:15 flight which wasn't offered.  Awful service continues.,1
1146,@USAirways Thank you so much its been a very stressful day,0
1147,@united flight 433 lets go you look like clowns no one is giving up 1st class for $500,1
1148,@JetBlue Tell me at what point will u realize u can't fly into DCA tonight- u Cancelled Flightled the 1pm when will u Cancelled Flight the 5:26,1
1149,"@united we had a wonderful flight attendant named Leah that was with us from lga to den, then den to anchorage!",0
1150,"@united airlines claims to have a low fare guarantee, but they won't honor a lower fare that I found.",1
1151,@JetBlue you can do better than this. And you can do better for me and all the passengers. #flight108 jfk to pwm.,1
1152,@USAirways flt 5302 CLT to DAY supposed to depart 5:51; the 6:20...still no crew. #schedule/contact the pilot!,1
1153,@united #epicfail on #CX as flight from Frankfurt to San Francisco now going to Chicago as flight crew out of hours due to de-icing delay,1
1154,@united why haven't you updated that flight 4411 is delayed? Super frustrating,1
1155,@VirginAmerica Giants and Virgin America. A match made in heaven.,0
1156,@united so you're telling me there is no number to call after being left in an airport because of a negligent pilot and staff?,1
1157,@SouthwestAir are people in an exit row still supposed to give their verbal approvals? I was never asked on the flight I'm on...,1
1158,@united go bankrupt again and transfer all of your assets to $LUV. That would be great.,1
1159,"@AmericanAir I've been trying to get through to reservations since yesterday to make a change to a reservation hold, when will it be up?",1
1160,@united what's the hold up with flight 6475 from SLC to DEN??,1
1161,@SouthwestAir How to I rebook on-line when it keeps telling me that it's a reserv number for a past date (this morning)? Holding for 2hrs.,1
1162,"@united I can’t go back to the airport, I’m working, and won’t have time.  Are you telling me there is seriously no other way?",1
1163,@SouthwestAir can you answer the phone so I can change my flight plans. Srsly.,1
1164,@AmericanAir please allow me to speak with someone. A dialogue would solve this issue better and faster than emailing.,1
1165,@USAirways They were breathing very heavily. but were super helpful. Thank you.,0
1166,@AmericanAir HELP NEEDED ! #complaint ticketed passenger with no available seats scheduled to leave Late Flightr today,1
1167,@USAirways flt 470 Tampa to CLT is very Late Flight gonna miss conn to BOS what can you do?,1
1168,@JetBlue insane the craziness I've seen with Jet Blue today at Newark Delayed 3 hours and now we are waiting for a Pilot!! #jetblue,1
1169,@JetBlue Thank you!,0
1170,@AmericanAir I am still waiting for that call back. Stranded and no one to talk to,1
1171,@AmericanAir @USAirways you can help by now finding my baggage!!  Reply to me ASAP with who I can direct details to.,1
1172,"@JetBlue I can't say what airline I am on right now, but I sincerely miss you. #bestairline",0
1173,@AmericanAir they responded. I can't respond to their response. Nor can I speak with someone. #worstcustomerserviceever,1
1174,@VirginAmerica I am all about the in flight artisanal cheese and wine pairing.,0
1175,@united severely under staffed at Iah.,1
1176,@united your Airbus a320 seats are awful. They don't recline.,1
1177,@SouthwestAir I want one!,0
1178,@SouthwestAir my flight was delayed 4 hrs. I'm 5 months pregnant &amp; supposed to be caring for my mom whose in surgery now. Very upset.,1
1179,@united thanks for the effort. I can get the earliest. Though I will make a complaint for a refund as I am losing one business day tomorrow,0
1180,@united I will not be flying you again,1
1181,@AmericanAir Thank you.,0
1182,@JetBlue their names are both Angel (seriously - how cool is that!). Truly FANTASTIC service!,0
1183,@united I see you guys are at it again. Amazing how one company continually makes mistakes yet fails to be held accountable for their error,1
1184,"@AmericanAir machines are broken, lines are out the door for self service, cust. Support, and bag check in.",1
1185,"@AmericanAir So i was visiting SJU and was returning to Paris and they checked my bag at the gate in SJU, i arrived in paris and nothing,(1)",1
1186,"@AmericanAir  beyond frustrated with no call back from auto hold or whatever you call it. Entered my number at 11:30 CST, still no call 2:26",1
1187,@USAirways  sitting on Tarmac in #PIT for 30 min. No announcement. Just sitting.,1
1188,@SouthwestAir Thanks for sending my kid to the #DestinationDragons concert Vegas @Imaginedragons So awesome! http://t.co/G9b6e0a2sZ,0
1189,@AmericanAir AA 100 - good job overselling this flight. Delayed 90 minutes to deplane the overflow passengers' bags.,1
1190,@JetBlue if you want to fly in a storm that's your right. But give us the choice. We have kids and don't want to chance it. #nixchangefees,1
1191,"Is it insulting that @USAirways @AmericanAir offer a ""non required $50 voucher as a goodwill offering..At least my bag can fly round trip",1
1192,@JetBlue I understand but wish you would have announced the delay 2 hours earlier vs sitting for 2 hrs at MCO,1
1193,@SouthwestAir Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.,0
1194,@SouthwestAir crazy hold times today. Over an hour now. Help?,1
1195,"@SouthwestAir yes, very much so! I was looking forward to using your airlines for future flights but never again.",1
1196,"@AmericanAir my flight was Cancelled Flightled, leaving tomorrow morning. Auto rebooked for a Tuesday night flight but need to arrive Monday.",1
1197,"@united If a business decision is made that inconveniences and possibly causes lost customers, is it a good business decision? #Cranky",1
1198,Hey @AmericanAir why automated call me and then hang up at 4:45 am!?! And why can't I reschedule Cancelled Flighted flights via web!?! Come on!!!,1
1199,@JetBlue Awww thank you B6! Glad to hear it!  Made my day! &amp; one last question do you have any idea what tail is operating flt 606 2maro? :),0
1200,@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day!,0
1201,@united--excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work!,1
1202,@SouthwestAir officially on hold for 2 hours!,1
1203,@JetBlue Thank you. Fingers crossed.,0
1204,"@united  UA 1706 there is no way a plane ""loses its software"" I believe you decided to do an upgrade...",1
1205,@SouthwestAir everyones flights who were Cancelled Flightled today DESERVE 1,1
1206,@JetBlue I may need to. I had a 40 minute layover and now have a 15 min delay on my first flight.,1
1207,"@AmericanAir ok, I just received an email with my registration from your team. Thanks a lot",0
1208,@united nope I gave up - maybe they'll deliver it,1
1209,"@AmericanAir My pleasure, next AA flight - this Wednesday to Milan, Italy for @MIDOExhibition -- See you then! :)",0
1210,"@united no commitment to a good turnaround, an operations mgr would have counted a dozen small issues with individual performance",1
1211,"@JetBlue done, thank you!",0
1212,"@JetBlue just had a horrible experience with check in agent at fort myers, I'll document and send details, off to Boston",1
1213,@AmericanAir did you guys get rid of the functionality on http://t.co/R1OQAVEO7I to put a reservation on hold for 24 hours? i don't see it,1
1214,@JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :),0
1215,@USAirways I keep getting hung up on. PLEASE respond so I can book a ticket with you. I won't be able to buy one unless I speak to someone!,1
1216,"@united Well, to the degree that he could... Just to know, after this experience I'm Cancelled Flighting my miles card. Thank god for @Delta",1
1217,@united truly the WORST day of flying I have ever experienced...,1
1218,@USAirways why would a flight arrive Late Flight or leave when 60% of your passengers have  a connection?,1
1219,@united we booked at the same time AND he called was told confirmed we were linked. Even after he had to make changes to his rez.,1
1220,"@AmericanAir thanks, I'll look forward to the response.",0
1221,"@USAirways flt 4439 is on the ground, but you don't have a gate for us at dca. Why is this happening?",1
1222,@USAirways Ann Marie at LGA is the best ticket agent ever! #excellentcustomerservice,0
1223,"@USAirways @marvinatorsb thnk you for response,all flights were full, couldn't get out until tmrw, had to Cancelled Flight and go w/other airline",1
1224,@AmericanAir thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out,0
1225,@USAirways - 800# referred me back to baggage services but I left the airport. I was on seat 17A,1
1226,@SouthwestAir why was flight 4199 out of Boston tmrw @ 1230 Cancelled Flightled?,1
1227,@USAirways @AmericanAir How do I merge my miles accounts? Your sites tell me my info don't match even though I can't find a difference.,1
1228,@SouthwestAir Anyone answering phone this morning at 800IFLYSWA? On hold 51 minutes and counting...,1
1229,@AmericanAir Requiring customers to fill out all the contact information each time seems designed to prevent or limit interaction.,1
1230,@united you are making me miss big snow in Montana. Not cool.,1
1231,@JetBlue #fail My wife on the phone asking to switch flight times. In mid switch gets disconnected. Now Cancelled Flightled! No new time! No call back,1
1232,"@united need to work on your #United #flierfriendly program. At the very least, clue in your flight attendants.",1
1233,@united its 2015. How can my flight from a major city already be Cancelled Flightled 24 hours before departure due to weather??  Backup planes??,1
1234,@USAirways been sitting at gate for over 25 min on us 728! What gives???,1
1235,@AmericanAir OMG ANSWER YOUR PHONE I HAVE BEEN ON HOLD FOR 1.5 hours. Cancelled FlightED FLIGHTS SUCK,1
1236,"@JetBlue no, they're too busy being awesome and trying to get us out ASAP. I'll deal.",0
1237,@AmericanAir Thank you.,0
1238,"“@SouthwestAir: @AMiltx3 You are forgiven most loved Customer,,,it's as if you never left :) ^LL” that's why you're bae ❤️",0
1239,@united not sure why the people in row 7 that paid for a premium seat can't use their overhead space... http://t.co/i9s86KiHge,1
1240,@USAirways  will be stuck in PHX overnight.  Service is getting worse.  Flying southwest from now on.,1
1241,@united Flight 683 last night was #bad4business. Will be a long time before I recommend United to anyone.,1
1242,@SouthwestAir Looking forward to flying once again with #SWA on Friday! The #LUV airline. #DTW #MDW #TUS,0
1243,@AmericanAir if I could fly an md80/dc10 I would be so happy I live that plane so much md80 is love md80 is life.,0
1244,@AmericanAir I don't want to waste any more of my time on your airline (you've already robbed 21 hours of my day) but I definitely will.,1
1245,@USAirways I'm sure you don't but question still remains why we only found out at 8.20 that crew won't come before 9.50 for 8.10 flt. Tks.,1
1246,@USAirways #NoService good luck trying to reach a human!  Twice sat on hold for over 50 mins...  #neveragain,1
1247,@JetBlue has the worst customer service out of any airline company. #dontflythem,1
1248,@united Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can't help rebook. #friendlyskies?,1
1249,@AmericanAir Additional fare cost $19.. Tix change price 195 UK Pounds ($304). $19 not the issue the 195 UK Pounds IS ! #badcustomerservice,1
1250,"@AmericanAir Flight for tomorrow has already been Cancelled Flightled, what do I do now?",1
1251,@AmericanAir Took a flight yesterday fron TPA-DFW-AUS. Bag went to IAH. Today bag went to IAH-DFW and then back to IAH. Still no bag!,1
1252,"@SouthwestAir I ""heart"" Southwest but those commercials aimed to satisfy a nano-smattering of travelers to few destinations.",1
1253,@USAirways I just want to find my bag so I won't have to go through the hassle of trying to claim what was in my suitcase #usairwaysfail,1
1254,@united  your costumer service today in the Providence airport was sucked. Recommend your airline learn to check the weather and be honest,1
1255,"@AmericanAir I have emailed several times.hand wrote a letter,went to airport,called.please fix this! Or @abc7newsBayArea please help!",1
1256,@united thanks for listening! I definitely was not the only person in line who thought it was absurd.,0
1257,@AmericanAir I tried that &amp; they have been disrespectful not professional &amp; my 2nd flight been Cancelled Flighted I have to get home for a surgeryHELP,1
1258,@AmericanAir Another customer non service from you. If we waited for you to solve the problem we would miss the funeral. You suck!,1
1259,"@united Broken entertainment system on my 8 hour NYC flight, terrible cabin crew service and online complaint form won't work #hopeless",1
1260,@SouthwestAir @bgr1061 luv SWA myself and my employees use you always!!,0
1261,@united I think I left my phone on my flight. Help!,1
1262,@JetBlue Oh no! I thought it did. :(,1
1263,@JetBlue Jan 5? That's not summer http://t.co/TpzhjX7Hbt,1
1264,@USAirways IT HAS BEEN FOUND THANK YOU,0
1265,"@USAirways - flights 4500 AND 403 delayed for ""crew availability?""  What gives? I'm getting to TPA 2.5 hrs past my scheduled arrival.",1
1266,@united is ridiculous! UA6 delayed for 3.5 hours and counting. Should have booked with a diff airline that takes it seriously #unitedsucks,1
1267,"@AmericanAir next time my flight's Cancelled Flightled, I'd appreciate SOME indication (email, text, carrier pigeon). App didn't even warn at check in",1
1268,@AmericanAir Your customer service sucks! You rep should not be yelling at a caller regarding the weather in DFW.  Hope you go bankrupt!,1
1269,@USAirways Is there a way to have someone contact me when you have an agent available? Need help Flight Booking Problems an award flight.,1
1270,@USAirways citizen. I fly your airline constantly and am so offended.  Derrick Bussey. Now Im crying on this airplane because I'm so upset,1
1271,@united why does it cost $547 to change the city of origin when the same flight on http://t.co/8FMZZOltv9 costs $165 #customerservicefail,1
1272,@AmericanAir 3 months of straight travel ahead. Time to find new airline.,1
1273,@SouthwestAir and now no wifi??? Come on.,1
1274,@USAirways I have been on hold for over one hour waiting to reschedule a flight. How much longer should I expect?,1
1275,@JetBlue can we get a honest update on departure of flite 454. Been on plane with infant children,1
1276,@united typically once you get the problem fixed - then the crew expires - and the delay turns into a Cancelled Flight...,1
1277,@JetBlue what's up with the random delay on flight 1729? Any chance of it being a false alarm?,1
1278,@united Why do I pay more for Coach Plus to be told preboarding that all overhead bins will be full for me,1
1279,@AmericanAir I've been doing this all night. Can someone please help? I need my flt fixed. Please???,1
1280,@SouthwestAir no delay. I pay $777.70 for BS A1 ticket. You boarded flight early. I'm last to board. Now have middle seat. Wasted $$$$!,1
1281,"@SouthwestAir really this is getting worse as the day goes on. Late Flight leaving then had to be diverted, and now sitting on the tarmac in VA.",1
1282,"@JetBlue @martysg you *know* how I love you, JB, but honestly, when you have complex feedback, those pull-down sub-option forms=maddening.",1
1283,@USAirways I've been on hold for over 2 1/2 hours - there has to be an easier way to Cancelled Flight/get a refund... 😑😩 http://t.co/Cm4roIypc2,1
1284,@USAirways #flight2031 the flight to Hell,1
1285,@USAirways I tried calling for yet another delayed flight and was told the phone line couldn't handle the volume and was hung up on. Twice.,1
1286,"@SouthwestAir thank you : 8UXZJ2
Paid for early bird and sat in back",1
1287,@united day 3 of this Saga maybe they'll finally make it home.Intentional or not it not gonna get them back there vacation days #badservice,1
1288,@AmericanAir You lost a customer today. Flight today was Cancelled Flightled and I had to find out by calling customer service yesterday.,1
1289,@AmericanAir #AmericanView Sweet Home Chicago http://t.co/J6icLV8DTs,0
1290,@USAirways Why did you put my luggage on the plane after mine? Then not deliver it to me like you said? Now show the claim as closed online?,1
1291,"@USAirways ""Owen F"" at DCA Gate 42: #rude.",1
1292,"@united 2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?",1
1293,@united this customer service experience will be tweeted for quality assurance.,1
1294,@AmericanAir you are beyond redemption. Jfk. Baggage claim looks like a luggage warehouse,1
1295,@united is the worst airline. Lost my luggage delayed my flights and has been very unaccomidating,1
1296,“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” inconvience*,1
1297,@AmericanAir highly disappointed in the baggage service with this merge with @USAirways you guys have lost our 1st bag and now missing items,1
1298,@SouthwestAir No worries at all!!! I would rather be safe on the ground than take any chances. Yes! Tomorrow AM if BNA reopens ☺️,0
1299,@JetBlue thank you for the information.,0
1300,"@united @upgrd I guess the Kit Kat looks tasty... not going near that ""sandwich.""",1
1301,@JetBlue please get service started at @triflight and offer good routes lile florida upstate ny vegas etc,1
1302,"@JetBlue Awesome, thanks! I'll give a call Late Flightr today. Appreciate the help!",0
1303,@AmericanAir no one met flight 1081 to LAX to tell passengers where to go or what flights they were rebooked on #badmgmt #AmericanAirlines,1
1304,@SouthwestAir :arrived in San Juan early. Thanks for a great flight. LUV u!,0
1305,@united no response 3 weeks since complaint submitted and 3 days since you all said you would look into it,1
1306,@united apparently sleeping in B terminal wasn't the worst situation. Someone told other UA passengers they had to sleep at baggage claim.,1
1307,"@AmericanAir Flight Cancelled Flightled, website refers to 1-800#, the 1-800# hangs up on me. Not auto-rebooked. Really? Horrible company.",1
1308,"@USAirways Just discovered that they billed us $300 for the rescheduled flight, which cost me a second day of lost work.",1
1309,@AmericanAir Why did I have to stand at baggage claim for an hour waiting for a bag that you knew never made it on to the plane?,1
1310,@AmericanAir and just bad cs! I will be back on @JetBlue  at least when you stuck they look out for you and apologize for any trouble,1
1311,@united exactly it states a secure document is a nexus card. It does not state a passport must always be also presented. Read it,1
1312,@AmericanAir How do I place it on hold and complete payment? I don't see any way to do that from my reservations page.,1
1313,"@USAirways if you mean by posted, no USAir empl to direct anyone, 800# not accepting calls, no contact from USAir re: rebook #greatjob",1
1314,@USAirways patience is what my connecting flight will need. Why do you guys do this to me every time I travel? Every. Single. Time.,1
1315,@USAirways Can you guys please give an update?  Been sitting on Tarmac on flight 601 yet the website still says it's on time?,1
1316,@USAirways How dirty does the damn plane have to be to take an hour to get the plane cleaned??? Refund me my miles😡. #wasteoftime #theworst,1
1317,"@USAirways 30 min delay for mechanics to replace rivets. 30 mins Late Flightr, turns out mechanics had wrong size rivets. 35 more mins. Pathetic",1
1318,@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?,0
1319,@USAirways connection made. Thanks again this week. #daddyshome,0
1320,"@SouthwestAir your customer service is terrible, you're terrible, thought you should know.",1
1321,This shits gotta stop RT @JetBlue: Our fleet's on fleek. http://t.co/PEQ90pqMpp,1
1322,"@USAirways how about an update? 2hrs delayed, this obviously isnt up 2 date, havent boarded http://t.co/L7lWjaZiOA",1
1323,@united thats because you didnt read my entire tweet. Wife's 12pm flight is now delayed to 6:30.  Thats 3 6+ hour flight delays in 2 weeks,1
1324,@USAirways lots of fun to be removed from top of a list and manually readded to the bottom thanks to club agents. Thanks a lot Asha at DCA.,1
1325,"@SouthwestAir right but the point was that my kids don't fly often, but I do. I bought four round trip tickets from DtW to PHX so I'm....",1
1326,@SouthwestAir you're 4/4 on blowing it with your customer service. Shotwest Airlines.,1
1327,@AmericanAir a school trip of 38 including myself had to sleep over in the airport and are all on different standby flights.This is not good,1
1328,@USAirways help! I've been on hold for almost two hours. Trying 2 get home.,1
1329,@united that's not even an apology,1
1330,@USAirways I was on hold for 2 hours and still no answer. Is this really how you run your business? http://t.co/P8xFhq4kps,1
1331,"@united Stopped flying @united 1 yr ago bc of aggressive policy on carryon @bdl listening to pssngrs forced to chk@preboard,#notcomingback",1
1332,@USAirways F623 DEN:PHX. Serious display of poor customer service exhibited by flight crew today.   #newamericanairline #cheapslogannotmotto,1
1333,@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,1
1334,"@USAirways @keithlaw  I flew US Air for the first time yesterday, got propositioned by the flight attendant....true story!  #Creditcardsales",1
1335,@AmericanAir ...why would you sell seats for a 7 hour flight with half of the legroom occupied by an escape raft? http://t.co/DTHEyOFXrB,1
1336,"@SouthwestAir After flying Delta this week, GoGo was so good. The tweet I sent you didn't even send until we landed - that's how bad it was",1
1337,@united final destination was booked through United but with quantas. United has not yet contacted Auckland. I am unaware of case ID number,1
1338,@AmericanAir I have the app - after my nonsense flight Cancelled Flightation yesterday I wasn't able to use the app or kiosk today. Hour long line.,1
1339,"@JetBlue honestly I’m glad you didn’t Cancelled Flight the flight, just that I’ll be driving home at 3-4 am now. :/",1
1340,"@AmericanAir my wife was on a flt from BRO to TUL via DFW that was Cancelled Flighted. Bought an SWA flight to get her home. Partial refund,DM me plz?",1
1341,"@united awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!",0
1342,@SouthwestAir yes but not with out an attitude and nasty comment,1
1343,@SouthwestAir Cancelled Flightled my flight out of BNA today. Been on hold for an hour. 😠 #frustrated!,1
1344,@united no u don't,1
1345,@JetBlue 👍. I think I'll come take a nap at the terminal.  ;),1
1346,@AmericanAir I've been on hold for about 3 and a half hours now. Thanks for Cancelled Flighting my flight and not notifying me.,1
1347,@USAirways I didn't even leave the airport and you sent 2 of my bags to Philadelphia!,1
1348,@SouthwestAir Weather seriously cannot even be the only excuse at this point because it was awful service in the summer too. Over it.,1
1349,@JetBlue I love #JetBlue ! #FlyFi when will we be able to charge our devices on domestic #A320 flights?! Thanks! http://t.co/obqIro1bUJ,0
1350,@united thanks,0
1351,"@united THAT'S the tweet u choose to answer, to tell me you're not liable?! #youretheworst #neveragain",1
1352,@AmericanAir Thank you for being so responsive on Twitter. Truly impressive.,0
1353,"@JetBlue Why not just take her info in the beginning and if cut off, call back? We do that in my medical practice. We are frequent flyers :(",1
1354,"@SouthwestAir its all good. flight eventually took off, and landed safely. oh, and I got the free cup o wine. thx",0
1355,@JetBlue that is a stock response. Delays not as frustrating as poor cust serv &amp; being told by 3 ppl to wait &amp; they'd come back but did not.,1
1356,"@AmericanAir sorry so Late Flight, responded to your DM.",1
1357,@united seriously. This is just complete bs.,1
1358,@united boarding time shows 35 min and your gate agent started at 45. showed up at 4:00 and they had to check bag. http://t.co/zCBJyo6lsN,1
1359,@JetBlue thanks to you customers like me stay loyal. From check in to landing.,0
1360,@USAirways your mobile app is horrible!  Needs a major overhaul,1
1361,@SouthwestAir makes flying for @UNO_Baseball fun! Flight crew just led the plane in singing happy birthday to one of our guys! #LuvInTheAir,0
1362,@united When are you coming back to @IFlyOAKland? You have a huge East Bay customer base due to SFO and *I* miss you!,0
1363,@JetBlue I don't believe so. That's not what the team has told us.,1
1364,"@united Appreciated, but in this case we waited an extra 55 minutes for a lost mechanic to fax the log. Fax...like in the 80s.",1
1365,@SouthwestAir can you provide direct assistance? My colleague and I cannot re-book b/c the ticket was booked via a corporate account. #help,1
1366,@JetBlue I tried a burger which was good but expensive! Were lead to believe that food in the USA is cheap butnot here!,1
1367,@united you Cancelled Flighted our flights for no reason &amp; now we have been on the phone for AN HOUR on our vacation. Why?,1
1368,@USAirways 59 minutes now. Nice customer service you got going on.,1
1369,@JetBlue don't think any1 rly knows what's goin on. supposed 2 leave at 8:30a then 9a then 9:30a then 10a then 11a then 11:30a. Now 12,1
1370,"@SouthwestAir: #VIPLiveintheVieyard - first time we tried to redeem pts for *anything*, it really did not go well. #disappointed",1
1371,@AmericanAir @Cowboycerrone You apologise for HIS frustrations &amp; HIS disappointment but NOT your terrible service? #BlameShiftOverload,1
1372,@JetBlue just learning about your famous apology in social media marketing. Is Twitter an asset for Jet Blue now? @PhD_Mama_,1
1373,@united OMG THANK U😻😻😻,0
1374,@USAirways UR employee named VAN @ ticket counter in #Philadelphia. EXTREMELY RUDE! a Father trying to get home to sick kid missed flight.,1
1375,@united Just had the worst experience ever flying with you,1
1376,@JetBlue we've been delayed and delayed here in Palm beach... Need to head to Westchester. Can you give me some info?,1
1377,"@USAirways #Overbooked SXM-CLT delayed deplaning extra passengers. #missedconnection #forcedovernight #CLT, no lodging/food. Disappointed.",1
1378,@AmericanAir You don't care about keeping your customers safe or at least you didn't care about my sister,1
1379,"@USAirways Seriously??? I have shared my concerns four times already, to NO avail!  Geeeeezzzzz! #frustrated flyer",1
1380,@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent,1
1381,"@JetBlue hard to tell, but was told wifi only worked for one side of the plane.",1
1382,@AmericanAir nah u boofin u dont talk like any humans i know. Respond like u actually have a brain. And again i dont want customer relations,1
1383,"@AmericanAir yes we did make it home. But by no means am I happy. I've always chosen AA as my 1st choice when flying, I'm rethinking that...",1
1384,@JetBlue I wish you all the best of luck :-) I'm enjoying the luxurious free!! amount of leg space rn. Thanks,0
1385,@SouthwestAir what about for us that cant get to the states they are playing for the hunt? Any DestinationDragons tickets left?Even just one,1
1386,@SouthwestAir can you make a premium wifi that I can pay $30 for that is decent? #slow-fi,1
1387,"@AmericanAir has Cancelled Flighted their last 3 flight into SHV tonight &amp; all flights for tomorrow, Feb. 23, out of SHV and multiple flight into SHV.",1
1388,"@JetBlue lipstick on a pig still a pig. Ur new baggage claim @ SJU is a disaster. No chairs, 20 mins+ wait for baggage. #fail",1
1389,@SouthwestAir you're killing me!! always #delayed from #SanDiego to #SF!! #ugh,1
