,Unnamed: 0,airline_sentiment,text,review_len
284,425,1,@VirginAmerica sad to learn you no longer fly SFO &gt; PHL. Hope it returns!,14
288,433,1,@VirginAmerica kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers,21
289,434,1,@VirginAmerica Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.,16
295,444,1,"@VirginAmerica I tried that. You offered to charge me an additional $1k for a new ticket or be stranded until Thurs. 1st time, last time.",25
296,446,1,"@VirginAmerica Never had a bad experience before, but this one took the cake. Now extortion for carry on items as well?",21
297,447,1,@VirginAmerica Had to spend 5 hours worrying that items in carryon would be broken/stolen since I couldn't carry them on plane or lock bag.,24
298,448,1,"@VirginAmerica All of group E was told there was no more room in the bins. when I got on the plane, was room for at least 4 bags in my row!",31
299,449,1,@VirginAmerica Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my carry on bag at the gate. (1),25
300,450,1,@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........,24
305,457,1,@VirginAmerica Why is it taking 12 years to fly home to Dallas? Get your shit together.,16
312,469,1,@VirginAmerica Man of steel flies to more cities though...and with more frequency too.,13
317,479,1,@VirginAmerica started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,23
319,481,1,"@VirginAmerica While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!",21
320,484,1,@VirginAmerica Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!,24
321,485,1,"@VirginAmerica As one of the travelers affected by the Boston storm, I'm shocked at Virgin's complete apathy toward their customers.",20
322,486,1,@VirginAmerica Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?,25
323,487,1,@virginamerica Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.,23
328,494,1,"@VirginAmerica mood lighting on point🙌 Reclining my seat, kickin up my feet💤",12
329,495,1,@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?,25
330,496,1,@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡,26
335,506,1,@united still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistant's trip.,23
336,507,1,@united Delayed due to lack of crew and now delayed again because there's a long line for deicing... Still need to improve service #united,24
338,509,1,@united Your ERI-ORD express connections are hugely popular .. now if only we could have an ERI-EWR hop! :),19
339,511,1,@united you think you boarded flight AU1066 too early? I think so.,12
340,513,1,"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock.",22
343,518,1,@united is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.,20
344,519,1,@united @CheerTymeDad So I can buy tix 3 days before flight but can't transfer the tix.  Flawed security logic. Flawed customer service,23
345,520,1,"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!",27
347,523,1,"@united if the car seat is lost @united should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child",29
348,526,1,@united @highbuddyyy that totally sucks my cousin worked at PHL said @united,12
350,529,1,@united beginning of Feb I called United they said they would send another voucher by mail. Never got anything. #tiredofwaiting,20
351,530,1,"@United the internet is a great thing.  I am emailing executives in your company, maybe they will respond to me in a timely manner.",25
352,533,1,"@united thats weak. See ya 👋
Hey @VirginAmerica !!",8
353,534,1,@united I flew back w other company since United didnt have an earlier flight,14
354,536,1,@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab,25
355,537,1,@united I sure did.   I had to drive a total of 3 hours to get my own bag.  I'd like to explain that debacle but no one wants to talk to me.,35
356,539,1,"@united See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr.  After we boarded, there was a defibrillator issue.",26
357,540,1,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled,19
358,541,1,@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp;C. #Flyingainteasy,12
359,542,1,"@united yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy, but...",24
360,543,1,@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,21
361,544,1,"@united also during the run I was instructed to do, I shattered my computer. http://t.co/oAflfr7WXB",15
362,545,1,"@united yes, we've been with the agents for the last 50 minutes. One of the agents have been very rude, but thankfully Ladan has been nice.",26
363,550,1,"@united iah to charlotte. Baggage claim rep latrice h. #customerservice non existent, Ignored customer then inappropriately touched customer",18
365,553,1,@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad,26
366,554,1,@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient,24
367,555,1,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child,28
368,557,1,@United well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis,14
370,559,1,"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward.",23
371,560,1,@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable,22
372,561,1,@united When will email address/username sign-on be available? It's been a while.,12
374,563,1,@united rude rude,3
375,564,1,@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec,27
376,565,1,@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback,13
377,566,1,@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...,24
378,567,1,@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome,28
379,568,1,@united Shame that there's no flex to tickets transfer rules.  Even calling from Neurosurgery ICU isn't enough!,18
380,569,1,@united No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.,27
381,570,1,@united you guys need some serious training in customer service. Too many better options to put up with the way you guys handle ur mistakes,25
382,572,1,"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor.""",22
383,573,1,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,24
384,574,1,@united I will not be flying you again,8
385,575,1,"@united in addition, my first flight was delayed an hour and I'm arriving at my destination 8 hrs Late Flight.",20
387,579,1,@united our travel booked thru United group dept. Okc ticket agent less than willing to help with our connection in LAX.,21
388,580,1,"@united v upset with your disability  ""services"". When I told one of your employees I was carrying medical equipment she was very rude.",24
389,581,1,@united thnx for quick reply but don't think you can assist. Our intl grp will be put to considerable inconvenience today.,21
390,582,1,@united wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? WOW!!,22
391,583,1,@united @getmeontop 7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!,25
392,584,1,"@united as a 1k, I'm always hoping for improvement.",9
393,585,1,@united not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?,24
394,586,1,@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.,21
395,587,1,@united mobile apps need construction from the ground up for each OS category.  It's expensive to get right .,20
396,588,1,@united another fail for the United ticket agents in OKC. LESS than helpful and could care less about our problems. American here we come.,24
398,591,1,"@united I just sent an email to Customer Care, telling them I may have to break up with you 😢. I sincerely hope they can help me!!",27
399,592,1,@united silly I'm flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk,23
400,593,1,@united What is your phone number. I can't find who to call about a flight reservation.,16
401,594,1,"@united well, you can't fix me missing my buddies 30th bday because of negligence but you can attempt to make up for it.",23
402,595,1,"@united why am I to believe they will help when customer service couldn't? Like I said, I want a number to someone who can fix what you did.",28
403,596,1,@united they helped me at the baggage service desk.  Said bc TSA screening was down in FLL not all bags made it but bag will be in EWR @ 12,31
404,597,1,@united Mobile boarding pass disappeared from phone while standing in line to board. Second time this week... Hmm.,18
407,603,1,@united Had to explain to a very over eager flight attendant trying to ask about my vision that my @ccicanine was not a guide dog!,25
408,604,1,@united what's the point of asking for details about a #servicedog when you book if your flight crew doesn't read them? (Continued),22
409,605,1,@united I tried but no one was available in bogota and everyone was rude in Houston. I was stuck for 35 hours because of you guys,26
410,606,1,@united #worst2unitedflightsever UA 236 LAS to IAD 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!,24
412,608,1,@United. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever,22
413,609,1,@united #worst2unitedflightsever UA1429 IAD to LAS 2/19 mechanical problems - switched aircraft delayed 3.5 hours!,15
414,610,1,@united crashed trying to check in.,6
416,614,1,@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!,29
417,616,1,@united Blackmailed me into paying £130 extra or having my return ticket nullified in San Francisco Airport. Terrible service from rep #scam,22
418,618,1,@united disappointed that u didnt honor my $100 credit given to me for ur mistakes. Taking my business elsewhere  ✌️out.,21
419,619,1,@united ua1673 still waiting! Supposed to depart 9:08,8
420,620,1,@united it was credit from my last trip that never came in the mail!,14
421,621,1,@united ok it's now been 7 months waiting to hear from airline. I gave them quite a bit more than the 30 days requested! Terrible service,26
422,622,1,@united does this process ever end? Still waiting for the reply since 2 months #pathetic #customerservice,16
423,623,1,@united What's going on with your website? I'm Flight Booking Problems three tickets today and I've been booted off the system umpteen times.,23
424,624,1,@united how do I get my account number if your website says email is unavailable?,15
425,626,1,"@united I received 1 bag last night, I am still missing the other one.",14
426,627,1,"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench.",20
427,630,1,@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling,18
428,632,1,@united but it's hard to stay upset at someone when they at least TRY to show remorse.,17
429,633,1,"@united By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,",28
430,634,1,@united This isn't a one time thing either! It's a shocking pattern of repeated neglect and disrespect.,17
431,635,1,@united Fingers crossed &amp; its all intact. Very disappointed with this experience as before this we were actually saying we enjoyed using you,23
432,636,1,"@united It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine.",22
433,637,1,@united ours in July. You have ZERO excuses for this. You have an out-of-date system that causes problems like this.,20
434,638,1,@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought,22
435,639,1,@united Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.,22
436,640,1,".@united it will be because I'm moving to @AmericanAir because of @united talk, no service",15
437,642,1,"@united I asked a legitimate question about systemwide vs. localized problems, and got back an unreLate Flightd copy/paste. You can do better.",22
438,643,1,@united what time? Who can I call. I need my skis. I will go to the airport and get them. No more faith in United.,25
439,644,1,@united I see you guys are at it again. Amazing how one company continually makes mistakes yet fails to be held accountable for their error,25
440,646,1,@united Yeah sorry but there's always a problem with United. And you have an international reputation for having problems.,19
441,648,1,"@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear what went on than whoever listens to issues you caused",22
442,649,1,@united I wonder if sharing all this on FB and insta would produce a number. 140 characters really limits my story telling.,22
443,650,1,@united so you're telling me there is no number to call after being left in an airport because of a negligent pilot and staff?,24
444,651,1,@united Could this email be resent as it doesnt appear to have arrived.,13
445,653,1,@united you have to follow me in order for me to DM...come on now,14
446,654,1,"@united $25 United coupon to make up for broken entertainment system on a 9-hour flight, seriously? #Ridiculousness #learncustomerservice",18
447,655,1,@united So they didn't drop my bag overnight &amp; now I'm leaving for a week. This is why you were supposed to hold on to the bag....,27
448,656,1,@united I did DM the details but still no response. I have to book today.,15
449,659,1,@united not able to DM you my confirmation number,9
450,660,1,"@united I've sent the message, let me know if you got it. I'm not very twitter-literate. Also, is he REALLY going to be stuck for 18hrs?",26
451,661,1,@united very unhappy at no response to complaint emailed on 2nd Feb ref.8441639. Awful customer service!,16
453,664,1,@united we were not given the option of using our United TravelBank in a recent Flight Booking Problems! Any help in using or recouping these funds? Thanks!,27
454,665,1,@united common!! keep your paper work ready and don't delay our flights(#1585)and meetings @ChooseChicago,14
455,667,1,"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx",26
456,668,1,@united 1k and had problem getting out of FLL to IAH  sent DM to you about making my connection  please let me know,25
458,671,1,"@united I'm grounded in Montreal with ua3659. I am missing my connection ua3417 to St. Louis. Can you help,Do you have a private jet for me?",26
459,672,1,@united I'm so frustrated and nervous because of this.,9
460,673,1,@united are the ones who make it difficult for me.,10
461,674,1,@united I'm not a child. I'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You,26
462,675,1,@united how does it get Cancelled Flightled 10 hours before take off?,12
463,676,1,"@united This ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. Is that good business to you?",21
464,677,1,@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?,21
465,678,1,@united I'm seeking to go 2 client. B/c u cant get me there I need refund. I filled out form not confident it works if past is an indication,29
467,682,1,@united Luckily I made my flights this time but was so disappointed with the lack of communication :(,18
468,683,1,@united checking to see why flight 3466 (atl-ord) got Cancelled Flighted?,11
469,684,1,@united service so far has been horrid. We wanted to end the trip on a high note. Guess that's not an option.,22
470,685,1,@united Booked a flight home over 7 months ago and requested seats together for my fiancée and I. We got 2 middle seats. UNACCEPTABLE. The,25
471,686,1,@united YOU GUYS ARE HORRIBLE.,5
473,688,1,@united Why do I have to pay $ 17 for wifi with an international business ticket?  #pennypincher,18
474,689,1,"@united ok. To top things off, you've lost my luggage. Could you get ANY worse??? #UnitedAirlines",16
476,691,1,@united AND my luggage has been broken!! #youcouldntmakethis up #brokenwheel,10
477,693,1,@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC,11
478,694,1,@United flight delayed-no one remembered to turn the heat on flight 559 leaving ORD-seriously???,14
480,696,1,@united to speak to a real person to get this resolved politely and efficiently. (2/2),15
481,697,1,"@united I hadn't filed a refund claim as I was told there was no charge by your DM. This is disputed by my bank, hence why I would like(1/2)",29
482,698,1,@united did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines,23
484,700,1,@united hence why I've been asking for the customer service phone number so I can speak to a real person to get this sorted out,25
485,701,1,@united did our bags leave Washington yet? That would be convenient seeing as we left there a day ago. #UnitedAirlines #lostluggage,21
486,703,1,"@united according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim",28
487,704,1,@united about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.,30
488,707,1,@united pls properly train your agents. Requested to speak to 1k customer service &amp; was transferred to a dead end. Not even open at this hr,26
489,708,1,@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....,23
491,710,1,"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN",25
492,711,1,@united terminal at MIA should have food open before 5am esp when there are flights at 6am. Two hours early like recommended. Can't eat.,24
493,712,1,@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome,24
494,713,1,"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines",21
495,714,1,@united how we looking on getting those bags to Lusaka,10
496,715,1,@united Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told I'd have it back yesterday!,25
498,717,1,@united just 1 last thing. U guys shouldn't be charging $ for drinks on a transatlantic flight,17
499,718,1,@united LHR arrival lounge #fail. Waited 20 mins for shower then left to find hotel. U know how many passengers u carry. Planning???,23
500,720,1,@united completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...,25
504,724,1,"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room...",29
505,726,1,"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!",24
506,727,1,@united thanks United I understand that. But he would actually like his own bag back! What have you done with it?! He also wants the money..,26
507,728,1,"@united frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United.",18
508,729,1,"@united It's still a valid flight. Just seems strange to delay for Late Flight inbound crew,  7 hours from now, when the plane is already here.",27
509,730,1,@united Thanks for the lack of help and the canned response from the 1K desk!,15
510,731,1,@united   It's too bad UA has had another unforeseeable operational issue on my return flight.,17
511,733,1,@united if I pay you $25 and $35 for my luggage to be delivered when I arrive. Why should I have to wait 3 additional days for its delivery?,29
512,734,1,@united so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we can't leave! #FAIL,26
514,736,1,@united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required,28
515,737,1,@lindaSWC @united:  We don't like to hear you had a poor experience. Please share details w/our Customer Care team http://t.co/HIsc4NdMgZ.,21
516,738,1,@united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight. Getting runaround for 3 hrs. Each employee blaming  previous 1.,28
517,740,1,@united okay ase24766m. Find our luggage.,6
518,741,1,@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...,22
519,744,1,@united But they are not... lady one phone says its in tel aviv. Tel Aviv united says its in Newark. No one knows and I have nothing...,27
521,746,1,"@united yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!",16
522,747,1,@united what is that going to do for you? Nothing just like you always do,15
523,749,1,@united plus what about food? And taxis?,7
524,750,1,@united you are offering us 8 rooms for 32 people #FAIL,11
525,751,1,@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing,21
526,752,1,@united The bright side would be keeping the promise that was made to me. Hope you're having a good night. Thanks.,21
527,754,1,@united I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything #fail,28
528,755,1,@united on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.,25
529,756,1,@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines,16
530,757,1,"@united Thanks; might want to fix this line: ""Our Customer Care team is currently responding to most inquiries within 7-10 business days.""",22
532,759,1,"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket.",22
533,761,1,"@united at its worse. Can't figure how to pack plane, screws up connectns then claims no hotl rooms in San Fran for stranded pax. Way to go!",27
534,762,1,@united 4 passengers after a 2 hour delayed flight left with no hotel at the end of the night @ hou airport. Wtf??!! http://t.co/ZfqMpGXVS6,24
535,763,1,"Hey @united why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier",28
536,764,1,@united Lost bag process is broken. Agent promised they'd call &amp; hold my bag when found. Now they're waking me at 3am w/ delivery. #fail,25
537,765,1,@united the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 10:55 and still sitting here.,25
538,767,1,“@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KN” I was finally able to secure my seat. Thx,25
539,769,1,"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed.",20
540,771,1,@united yea get me to phoenix already. Delays all day with you people. It's bullshit.,15
541,772,1,"@united If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights.",23
543,774,1,@united that's unfortunate. The @Tumitravel was an xmas gift and it looks like a razor ripped right through the front pocket in the picture,24
545,776,1,@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.,19
546,777,1,@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.,21
547,778,1,@united I'm constantly having challenges with upgrades &amp; charges. In order to prevent DVT I have to pay an addtl $180 http://t.co/xC6jQ70r7B,22
548,779,1,"@united In ORD, waited 20 min after crew members left before gate items came. Flight attendant sarcastically said good luck and walked away.",23
551,783,1,@united seriously #fail on making strangers share a room,9
552,785,1,@united we needed them here asap. Will they make it on today's flight?,13
553,786,1,@united agent split up my reservation? Now can't Cancelled Flight and refund credit for 2wks? Why,16
554,789,1,@united why would they make me share a room?,9
555,790,1,"@united tried calling too, but w/25 min phn wait means we'd miss options anyway",14
556,791,1,@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?,26
557,792,1,@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth,26
558,793,1,"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund",22
559,795,1,"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please.",25
560,796,1,@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United,26
561,797,1,@united it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement,23
562,798,1,"@united well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear 'call corp'",23
564,800,1,"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like",26
565,801,1,@united flt 1249 Cancelled Flightled and I get email @3:30 AM? What happened to courtesy phn call? Had to book diff airline &amp; city,24
566,802,1,"@united tag numbers 0016 964012, 0016 964077, 0016 964078 - let's find these bags.",14
567,803,1,"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy",18
568,804,1,@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,24
570,807,1,@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!,16
571,810,1,@united Your website deserves a new design. #html5 FTW!,9
572,811,1,@united thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at @FlyYOW,23
573,814,1,@united agent helps the person in front of me.  Finishes up with them and then walks away.  The guy behind me is as shocked as I am.,29
574,815,1,@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous.,23
575,816,1,@united Not encouraged that I'll have my CPAP tonight.,9
576,817,1,@united Yes. Did file a claim as soon as the carousel stopped without my bag on it. Got an email that its found but not sched for delivery,28
577,819,1,@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??,21
578,820,1,"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!",26
579,821,1,"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",16
580,823,1,"@united Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable.",20
581,824,1,@united has once again let me down. Don't think I've ever flown with them and not had problems. Worst airline period.,21
582,825,1,@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.,28
583,826,1,@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!,24
584,827,1,"@united Flight attendant never served me my beverage (tea), and not once checked up on me. What gives? #ua6076 #notcool",20
585,828,1,@united load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?,19
586,829,1,@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,25
587,830,1,@united @AmericanAir spent hundreds to rectify the situation and you guys go quiet,13
588,831,1,@united UA276 sitting at EWR nearly an hour after sked.  Pilot says computers down but no clue when we will leave.  Can you help?,26
589,832,1,@united @AmericanAir so that's it? It just ends there? Come on! I traveled for literally an extra day and a half because of this!,24
593,836,1,@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.,26
594,837,1,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?,21
595,838,1,@united was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going,25
596,839,1,"@united 5 gate changes, two delays.  Even the crew thinks the airline sucks",14
597,840,1,@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,15
598,841,1,@united computers are down but you stopped giving updates and took my flight info off the app. That's just ridiculous keep people updated!,23
599,842,1,"@united Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?",23
601,844,1,@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigated—my time wasted (2/2),24
602,845,1,"@united It's taken ~3 weeks for Cust Care to respond to Case #8477733, requesting a refund for wi-fi not working. Where can I get an update?",26
604,847,1,@united That's correct—I've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2),20
605,848,1,@united Today was not your finest. All could have been prevented by one gate agent advising 200 passengers.,18
606,849,1,@united  what is the real deal with the delay on flight UA 1032 from Denver to Vegas?,18
607,850,1,@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.,23
608,851,1,@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.,23
609,852,1,@united lots of reports of system failures delaying flights over the last week. Currently sitting on the tarmac at OGG for over an hour.,24
611,855,1,"@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn.",16
612,857,1,@united can you tell me how to file a claim for clothing that had to be purchased?,17
613,858,1,@united comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board,24
614,859,1,@united GRK13575M is the file reference,6
615,860,1,@united we would...how do I contact you to discuss? A few poor experiences with customer service but would give it a shot!,22
616,861,1,"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably.",18
617,862,1,@united Been trying since 1230 to file a report.,9
618,863,1,@united I send an email about my bad experience and you send back a generic response.  Yet another reason why I'll never fly with you again.,27
619,865,1,@united here is the ticket # 0162424965446 please refund my unnecessary upgrade fee,13
620,866,1,"@united is horrible!! They lost our carseat and expect us to use a loner carseat, safety regulations say it's illegal to use a used car seat",26
622,870,1,"@united: I don't care that a @thehipmunk link showed me a ""wrong"" price on your site—it's your site &amp; responsibility to ensure correctness.",23
623,872,1,"@united He needs to get to home the 24th, they're telling him it'll be the 25th @ night. Is there compensation or anything that can be done?",27
624,873,1,“@united: @mllovelace The baggage fee is waived for Premier members. Please see http://t.co/u6Duw27mDE. ^JP” what's the point of membership?,19
625,874,1,@united wonderful bag claim people - finally have my bag. But why did I catch earlier flight? Original flight just landed. #wastedtime,22
626,875,1,@united Dmed you. Thank you,5
629,878,1,"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story",24
631,883,1,@United how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh.,15
632,884,1,"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!",21
635,887,1,@united Can you please follow for a Dm on a missing bag?,12
637,890,1,@united i left an item on the plane and have been calling non stop and no one has been answering can you please help,24
639,892,1,@united what's a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?,27
641,894,1,@united where's my damn bag??,5
642,895,1,@united well someone should tell that to the employees at the Denver baggage claim. Still no bag!!!!,17
643,898,1,@united diverted and missed our connecting flight. Was just told that my bag is on it's way to MSY. If you only had people that cared,26
644,899,1,@united Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can't help rebook. #friendlyskies?,23
645,900,1,@united @Apollochplayers we just want to go home tonight - why did you Cancelled Flight the last leg of our reserv. w/out our permission??! #PH6RPS,25
646,901,1,@united  Stressed and rude agents. Overwhelmed by delyd flight LAS-DEN 1657. Yelling at several people. Not pretty. This is #friendlyskies??,21
